l2_regularization,N,seed,query_type,query_count,training_cloud_sha256,query_sha256,cholesky_jitter,cholesky_adaptive_jitter,cholesky_attempts,minimum_eigenvalue_estimate,sigma_n,sigma_f,lengthscales,input_scaling,hyperparameter_policy,dtype,source_file,density_relative_l1,density_relative_l2,density_relative_linf,density_mae,density_rmse,density_linf,density_denominator_floor,density_denominator_floor_used,gradient_relative_l1,gradient_relative_l2,gradient_relative_linf,gradient_mae,gradient_rmse,gradient_linf,gradient_denominator_floor,gradient_denominator_floor_used,Q_relative_l1,Q_relative_l2,Q_relative_linf,Q_mae,Q_rmse,Q_linf,Q_denominator_floor,Q_denominator_floor_used
0.01,2400,125,on_support,2400,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,1e-06,0.0,1,-54.94882572005143,0.03231023135639343,0.19475428609251313,"[1.5526147444541505,0.9100840189553789,7.38905609893065,2.696233572666588,7.38905609893065,6.365370862954724]","{""feature_mean"":[-0.03877894202051924,8.006552377163368,0.005970439881620248,-0.008526303173244326,-0.016947164702391156,-0.011851988425964834],""feature_std"":[1.1706685509045993,0.6855543222276366,0.701057266233053,0.7022867354150167,0.704129305224102,0.7135394236170102],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N2400_seed125\manufactured_operator_metrics.json,0.009616188451517139,0.009774071131291598,0.009924131051033142,9.165268977374083e-05,0.00014560538916453964,0.0008725750636921908,1e-30,False,0.014676545423325199,0.012982079387809372,0.014011470094160096,0.00015340925753394287,0.00025660528300377284,0.002586839718003133,1e-30,False,0.02314118714710277,0.021481040901738278,0.030386870427717826,1.987548280827805e-06,3.396953993019492e-06,3.492926885056931e-05,1e-30,False
0.01,2400,125,off_support,1000,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,4afaf8664aa447826f36ddb8b5d70b653991013046573a4a0dc1a9dd569cb20c,1e-06,0.0,1,-54.94882572005143,0.03231023135639343,0.19475428609251313,"[1.5526147444541505,0.9100840189553789,7.38905609893065,2.696233572666588,7.38905609893065,6.365370862954724]","{""feature_mean"":[-0.03877894202051924,8.006552377163368,0.005970439881620248,-0.008526303173244326,-0.016947164702391156,-0.011851988425964834],""feature_std"":[1.1706685509045993,0.6855543222276366,0.701057266233053,0.7022867354150167,0.704129305224102,0.7135394236170102],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N2400_seed125\manufactured_operator_metrics.json,0.010150346115963866,0.010030700972419518,0.011969871498807497,9.071737098097433e-05,0.00014219236467833142,0.0008556569225123059,1e-30,False,0.015329291668903582,0.013458024848450182,0.013507202106736022,0.00015534455080510606,0.0002611933392575164,0.0023669471608615336,1e-30,False,0.022784352682653015,0.022217722802507073,0.0292016757531568,2.0541491572238935e-06,3.7655277566607256e-06,3.4607480060919e-05,1e-30,False
0.01,300,123,on_support,300,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,1e-06,0.0,1,-6.477774178321286,0.005984471557240966,0.18901260873630849,"[1.548377113242092,0.9157838192730341,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.04759697488458991,7.989469426809722,-0.0005447535597074186,-0.0012090728669985245,0.059451046656329505,0.0014827768812384246],""feature_std"":[1.1610560062248145,0.7290157997553681,0.7263139508623327,0.7427902500413278,0.7262883191985822,0.7167859486939718],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N300_seed123\manufactured_operator_metrics.json,0.002653370017850547,0.0033690699255295047,0.005673160353528039,2.3224686603762293e-05,4.475718251814654e-05,0.000275931113656383,1e-30,False,0.006114691384334275,0.0059127163891407545,0.006971883362935336,5.9729412653185274e-05,0.00011021732765412191,0.0012016219630704428,1e-30,False,0.013329517505870046,0.0129077213210599,0.013306272631208727,1.276266263136966e-06,2.2847610352814004e-06,1.5787420554752552e-05,1e-30,False
0.01,300,123,off_support,1000,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,8adc42623eaf38b3b694339ffb761a5904da2b3aec04090b9cc03b8ae4c8ac46,1e-06,0.0,1,-6.477774178321286,0.005984471557240966,0.18901260873630849,"[1.548377113242092,0.9157838192730341,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.04759697488458991,7.989469426809722,-0.0005447535597074186,-0.0012090728669985245,0.059451046656329505,0.0014827768812384246],""feature_std"":[1.1610560062248145,0.7290157997553681,0.7263139508623327,0.7427902500413278,0.7262883191985822,0.7167859486939718],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N300_seed123\manufactured_operator_metrics.json,0.004833241546374269,0.0054201951449428095,0.006267333560468973,4.4585657166433495e-05,7.700214573636999e-05,0.0005017507209821772,1e-30,False,0.00708094948007415,0.007364524795405411,0.02293060295976302,7.344906520576719e-05,0.00014434694397280314,0.003663142371732862,1e-30,False,0.01580795834511809,0.017374017446630995,0.03428965328233333,1.4063990389914274e-06,2.7734670712581814e-06,3.418029812291023e-05,1e-30,False
0.01,300,124,on_support,300,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,1e-06,0.0,1,-21.344674937173025,0.0023840859290289573,0.36343142482558877,"[1.6325640964209673,1.0063151519531015,7.38905609893065,7.38905609893065,7.38905609893065,1.091904925971035]","{""feature_mean"":[0.030550621972160148,8.090922531484313,0.04461459321554819,0.04032919692168462,-0.00794280311991451,0.03665711910977057],""feature_std"":[1.1555530912821674,0.707381735555048,0.6841114382108242,0.7152870455434626,0.6851473072829103,0.6992322257187967],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N300_seed124\manufactured_operator_metrics.json,0.0008308843525076209,0.0011652815072536338,0.002461044439958981,8.021246626494658e-06,1.7295586870419967e-05,0.00018274241835793993,1e-30,False,0.01201571991674418,0.017481754757972343,0.027238106223851893,0.00012514583734236895,0.0003336215381838141,0.0040885870588945935,1e-30,False,0.037950647079036226,0.05103837912541032,0.07264642376128327,4.1868946616256775e-06,9.94823642589137e-06,7.110053102388133e-05,1e-30,False
0.01,300,124,off_support,1000,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,7a44f90bc40522438a15e0471bb8c741a765a58c3f0c269db8b897ddf3320707,1e-06,0.0,1,-21.344674937173025,0.0023840859290289573,0.36343142482558877,"[1.6325640964209673,1.0063151519531015,7.38905609893065,7.38905609893065,7.38905609893065,1.091904925971035]","{""feature_mean"":[0.030550621972160148,8.090922531484313,0.04461459321554819,0.04032919692168462,-0.00794280311991451,0.03665711910977057],""feature_std"":[1.1555530912821674,0.707381735555048,0.6841114382108242,0.7152870455434626,0.6851473072829103,0.6992322257187967],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N300_seed124\manufactured_operator_metrics.json,0.008398002109299054,0.016854976565173756,0.04919431929104799,7.630428372080272e-05,0.00023408980403646657,0.004423410410740885,1e-30,False,0.014741456741762686,0.02353975212371024,0.07064008795736704,0.00015389568894701465,0.0004670824173392817,0.012995177480554392,1e-30,False,0.039905244776438545,0.07617850842627873,0.30255628298756865,3.609562822783161e-06,1.20646307486828e-05,0.00028342954011416403,1e-30,False
0.01,300,125,on_support,300,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,1e-06,0.0,1,-6.0979809246770005,0.00033546262790251185,0.18362543257784858,"[1.484092318831389,0.9253678087807093,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[-0.03659904623830572,7.956528165389306,-0.05517061448655018,-0.01591777408187703,-0.007896610332845415,-0.054175943281553396],""feature_std"":[1.181539747716021,0.7014523522101572,0.7098815204626301,0.6794975743883875,0.7007869176854482,0.679827069800108],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N300_seed125\manufactured_operator_metrics.json,0.00019087261214091968,0.00023417101637370806,0.00026312231987975855,1.9328195212225095e-06,3.636256467168968e-06,1.987524962208942e-05,1e-30,False,0.0010230413775265525,0.001368993406716974,0.0042544684578320925,1.1318389386762857e-05,2.8407905383655113e-05,0.0007471517158336647,1e-30,False,0.0034310199806206285,0.0035875450695752836,0.005178027577646227,3.0307031264511225e-07,5.463186873777681e-07,4.12813967850536e-06,1e-30,False
0.01,300,125,off_support,1000,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,cee255d44780b7999981dd09ddde99ab4e5c07255c7e9c02c1842748d2e9c992,1e-06,0.0,1,-6.0979809246770005,0.00033546262790251185,0.18362543257784858,"[1.484092318831389,0.9253678087807093,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[-0.03659904623830572,7.956528165389306,-0.05517061448655018,-0.01591777408187703,-0.007896610332845415,-0.054175943281553396],""feature_std"":[1.181539747716021,0.7014523522101572,0.7098815204626301,0.6794975743883875,0.7007869176854482,0.679827069800108],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N300_seed125\manufactured_operator_metrics.json,0.0007854080984391942,0.0009149794956974253,0.0016454986311057373,7.665786277354125e-06,1.3729444996072746e-05,0.00011689155870586872,1e-30,False,0.001420551120329707,0.0017944826923061556,0.005640735184408186,1.547731165266774e-05,3.6699098804080927e-05,0.0009016302191332722,1e-30,False,0.0039343975283261615,0.004737009342440133,0.008884326381916689,3.4212944399269397e-07,7.537821309272118e-07,8.676272443161872e-06,1e-30,False
0.01,600,123,on_support,600,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,1e-06,0.0,1,-18.77506662374714,0.011853622661112324,0.23393018370615432,"[1.6203689335045293,0.9559500755392283,7.38905609893065,1.5809088223096242,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.014772281850630896,8.01622457503583,-0.0020064135787936023,-0.05090080030567341,-0.0022932162837789555,0.04332549971910421],""feature_std"":[1.2066605705309643,0.7004459732246725,0.7010537538546806,0.7219505155681277,0.7093321180284013,0.7079536762707976],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N600_seed123\manufactured_operator_metrics.json,0.0037341743785821824,0.004975844171528892,0.00874328880931378,3.660072973969269e-05,7.477070576287593e-05,0.0007163580793159222,1e-30,False,0.008205481453951377,0.008974088085558394,0.0153033706120161,8.320890884115229e-05,0.00016880159175598362,0.0025775276597930913,1e-30,False,0.016242500993130536,0.017239541978799587,0.02080865972346109,1.597980603198167e-06,3.150686597622433e-06,2.318861973728682e-05,1e-30,False
0.01,600,123,off_support,1000,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,3c80c86f1602d410ec2f1286ebb61f63eee9258766b45ab1801c407195b87761,1e-06,0.0,1,-18.77506662374714,0.011853622661112324,0.23393018370615432,"[1.6203689335045293,0.9559500755392283,7.38905609893065,1.5809088223096242,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.014772281850630896,8.01622457503583,-0.0020064135787936023,-0.05090080030567341,-0.0022932162837789555,0.04332549971910421],""feature_std"":[1.2066605705309643,0.7004459732246725,0.7010537538546806,0.7219505155681277,0.7093321180284013,0.7079536762707976],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N600_seed123\manufactured_operator_metrics.json,0.005677610607613311,0.008041848720008392,0.02014455106587409,5.4172203097072786e-05,0.00011623631960782899,0.00140665625559162,1e-30,False,0.008947165990184192,0.009074605572574293,0.013152303084614542,9.504409387471373e-05,0.00018523880987404866,0.0022578170817029383,1e-30,False,0.01869218157111479,0.020337275678507162,0.035392012753172865,1.7501262645036278e-06,3.4944920570440034e-06,3.883302690224616e-05,1e-30,False
0.01,600,124,on_support,600,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,1e-06,0.0,1,-13.556994561795797,0.03837437454063742,0.19513982129389348,"[1.5094796509316102,0.873503201940007,7.38905609893065,7.38905609893065,7.38905609893065,6.743662807986576]","{""feature_mean"":[0.09320890940120477,8.02480818636264,0.04382458795311267,-0.008735393643321234,0.021301301049838756,-0.010068082669509553],""feature_std"":[1.1861040788681612,0.6677250321468454,0.7158596642833427,0.7524022970914289,0.6815266837693887,0.7161174576368715],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N600_seed124\manufactured_operator_metrics.json,0.011756586501503102,0.013332802045887266,0.013358453550277774,0.00010724976952882627,0.0001885919530306893,0.000987064797213319,1e-30,False,0.018775884700721956,0.01840654967627262,0.017980344832662056,0.00019440226970436194,0.0003560109703852138,0.0028211618735857896,1e-30,False,0.04056336356578024,0.04229642052404612,0.03666428339859206,3.866622169663188e-06,7.350710874363447e-06,4.034004938614644e-05,1e-30,False
0.01,600,124,off_support,1000,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,57baeefa7c6bbada2ae98403cdcf6721261aa9193c8c89aaaa9d85d0b85d1119,1e-06,0.0,1,-13.556994561795797,0.03837437454063742,0.19513982129389348,"[1.5094796509316102,0.873503201940007,7.38905609893065,7.38905609893065,7.38905609893065,6.743662807986576]","{""feature_mean"":[0.09320890940120477,8.02480818636264,0.04382458795311267,-0.008735393643321234,0.021301301049838756,-0.010068082669509553],""feature_std"":[1.1861040788681612,0.6677250321468454,0.7158596642833427,0.7524022970914289,0.6815266837693887,0.7161174576368715],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N600_seed124\manufactured_operator_metrics.json,0.01355609334530445,0.015261311010205824,0.014672532340276961,0.00012291949740569964,0.00021430851316196666,0.0012183260373492544,1e-30,False,0.01926544435120485,0.01815478468262036,0.018648515276905215,0.00020410248277517518,0.00036640823529818505,0.0030132458608736717,1e-30,False,0.04307654975803405,0.045819965578920624,0.04512252457563743,3.872178761274543e-06,7.834486420518906e-06,5.205958136461251e-05,1e-30,False
0.01,600,125,on_support,600,94767ce9db8da478296f67e82a4b9078b44a637cd3b699cafbba1d2ae0d34582,94767ce9db8da478296f67e82a4b9078b44a637cd3b699cafbba1d2ae0d34582,1e-06,0.0,1,-21.164984971619702,0.00033546262790251185,0.28776968880600073,"[1.606463916192796,0.8362437595092911,7.38905609893065,7.38905609893065,7.38905609893065,0.689467585423319]","{""feature_mean"":[-0.055561095642607014,7.9765511617731075,-0.0250885163204771,-0.020110474354118914,0.009799868191807006,0.011868831257914735],""feature_std"":[1.1922115762013012,0.6984532644019598,0.681983657403424,0.668666197136049,0.6861356225664703,0.6889013313435153],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N600_seed125\manufactured_operator_metrics.json,0.00015276137921276436,0.00019271469494562058,0.00022570102959187165,1.4869385907827695e-06,2.9236548007758267e-06,1.9560148621845797e-05,1e-30,False,0.0038450736299389617,0.007032814669518317,0.02653067401801288,4.167845016925688e-05,0.00014632086123576667,0.00489027902262129,1e-30,False,0.02346269802425681,0.031793862674549596,0.07934014498579503,2.1921218867902683e-06,5.140768967759302e-06,6.570019318089629e-05,1e-30,False
0.01,600,125,off_support,1000,94767ce9db8da478296f67e82a4b9078b44a637cd3b699cafbba1d2ae0d34582,36bc8167776e04d401f98c5d3d972aab0eb0c4a1e2f8198db5a886b6c29b8723,1e-06,0.0,1,-21.164984971619702,0.00033546262790251185,0.28776968880600073,"[1.606463916192796,0.8362437595092911,7.38905609893065,7.38905609893065,7.38905609893065,0.689467585423319]","{""feature_mean"":[-0.055561095642607014,7.9765511617731075,-0.0250885163204771,-0.020110474354118914,0.009799868191807006,0.011868831257914735],""feature_std"":[1.1922115762013012,0.6984532644019598,0.681983657403424,0.668666197136049,0.6861356225664703,0.6889013313435153],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p01\N600_seed125\manufactured_operator_metrics.json,0.0027820703895879884,0.004539233835823754,0.010443488441776021,2.6427051696516872e-05,6.6264956336702e-05,0.0008294095839010126,1e-30,False,0.005309437069499695,0.008971380389595494,0.038388343435419824,5.5430915810096645e-05,0.00017584869270655855,0.006496764451218213,1e-30,False,0.023775956200326936,0.02429957184649351,0.03914043451186093,2.0737831823410952e-06,3.928177266967718e-06,3.727809397715648e-05,1e-30,False
0.05,1200,123,on_support,1200,063dfb601e1fcdb05f8a984a20babe1c2cfd2500e2b6e7f88219647663ee7c19,063dfb601e1fcdb05f8a984a20babe1c2cfd2500e2b6e7f88219647663ee7c19,1e-06,0.0,1,-21.202206249771734,0.03202075692624527,0.17359666127233886,"[1.5518186780909984,0.8458297771619943,7.38905609893065,5.0999285426452285,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.021292919527461006,7.997690622613166,0.01685556900526456,-0.010193748603908091,-0.004408388969852505,0.024972323665839388],""feature_std"":[1.203733819345466,0.7172602437911223,0.7073684895168386,0.7072309940210134,0.6922632345763019,0.6945141587299525],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N1200_seed123\manufactured_operator_metrics.json,0.00894313925240333,0.009740393872897107,0.00928245839662933,8.121919685911893e-05,0.0001407486959327565,0.0008121948072983276,1e-30,False,0.013880319322041708,0.012786116035425272,0.01295093718795737,0.00014148667518560075,0.00024951696014140115,0.002256764596631017,1e-30,False,0.025248790501756345,0.022827448913949458,0.02232648921039735,2.236732809980793e-06,3.757808623777796e-06,2.2639105940150395e-05,1e-30,False
0.05,1200,123,off_support,1000,063dfb601e1fcdb05f8a984a20babe1c2cfd2500e2b6e7f88219647663ee7c19,74755e50778941d12afa91269ce2b0a85694b9973e6fa77068f68b3ada05440d,1e-06,0.0,1,-21.202206249771734,0.03202075692624527,0.17359666127233886,"[1.5518186780909984,0.8458297771619943,7.38905609893065,5.0999285426452285,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.021292919527461006,7.997690622613166,0.01685556900526456,-0.010193748603908091,-0.004408388969852505,0.024972323665839388],""feature_std"":[1.203733819345466,0.7172602437911223,0.7073684895168386,0.7072309940210134,0.6922632345763019,0.6945141587299525],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N1200_seed123\manufactured_operator_metrics.json,0.00985425298562998,0.010695893063282964,0.012882847704888829,9.771071923213676e-05,0.00017225324433436714,0.0011277674718738126,1e-30,False,0.014809340473157571,0.013667129103794053,0.012190244783888183,0.0001517481276726088,0.0002679810711567427,0.002111627543590615,1e-30,False,0.025748581947497025,0.02571546081614075,0.02642354651837947,2.265922697992329e-06,4.075412152752363e-06,2.4372186596378204e-05,1e-30,False
0.05,1200,124,on_support,1200,84c54571cd30339851d8836cbec6ab268e03f106b35f510ece2d26dc911f99bb,84c54571cd30339851d8836cbec6ab268e03f106b35f510ece2d26dc911f99bb,1e-06,0.0,1,-30.576571193399005,0.027502650794710662,0.20417449935438337,"[1.520642306676904,0.9110612647152444,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.06786861444000272,8.041491921635398,0.02757701948820919,-0.05046918177090491,0.0028189859267179697,0.008998377298969032],""feature_std"":[1.1658473211694584,0.6962215793416696,0.7241814394531741,0.7146316945476923,0.7026268603977887,0.7168810552692161],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N1200_seed124\manufactured_operator_metrics.json,0.006913315927558578,0.007773885065562405,0.008791994758033274,6.163491214209902e-05,0.00010586268203622247,0.000674871018817318,1e-30,False,0.01123847593850964,0.010202905131855285,0.011670448961831482,0.00011662198319684246,0.00020535016643845197,0.0019985017466923674,1e-30,False,0.023914978865878636,0.024277376808716927,0.03381528453502786,1.956326966059765e-06,3.4543348354270934e-06,3.115432151266234e-05,1e-30,False
0.05,1200,124,off_support,1000,84c54571cd30339851d8836cbec6ab268e03f106b35f510ece2d26dc911f99bb,ddd9abbe44e57e964cfd0efc3cd42cb2f84951523ff0013e50f234277223f8b2,1e-06,0.0,1,-30.576571193399005,0.027502650794710662,0.20417449935438337,"[1.520642306676904,0.9110612647152444,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.06786861444000272,8.041491921635398,0.02757701948820919,-0.05046918177090491,0.0028189859267179697,0.008998377298969032],""feature_std"":[1.1658473211694584,0.6962215793416696,0.7241814394531741,0.7146316945476923,0.7026268603977887,0.7168810552692161],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N1200_seed124\manufactured_operator_metrics.json,0.007541941515900407,0.008044298315038407,0.012629610704085565,7.11387403644364e-05,0.00011695765410632715,0.0010055230471605983,1e-30,False,0.011811621504119666,0.010853434912318742,0.014753898552102252,0.0001273421713298436,0.00022203868944424549,0.0024748176058483518,1e-30,False,0.02376190794650871,0.023722587304185375,0.026456569938235155,2.1217036616632026e-06,3.7656461007454097e-06,2.5941909289574436e-05,1e-30,False
0.05,1200,125,on_support,1200,0d6d575ed969e8d3ec6c0a7f4778542dfd4957a2ac69df24ca2a997c7938d304,0d6d575ed969e8d3ec6c0a7f4778542dfd4957a2ac69df24ca2a997c7938d304,1e-06,0.0,1,-39.02605883073794,0.015794761355286426,0.230955723006451,"[1.476102597193447,0.9876055123474543,7.38905609893065,7.38905609893065,7.38905609893065,3.0249874080215933]","{""feature_mean"":[-0.047879552015777115,7.982687639651939,-0.010477301587018286,-0.015734500774684152,-0.028954983210416063,0.020190636319006215],""feature_std"":[1.1948074684188015,0.6684702685186628,0.7066859980249434,0.6893935596348596,0.6947640212359087,0.7075409012129575],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N1200_seed125\manufactured_operator_metrics.json,0.004571641676496748,0.005419906700543494,0.00871958968052177,4.314006246633258e-05,7.867237323646559e-05,0.0006510190555100584,1e-30,False,0.008060593243093678,0.007534976207524574,0.011565343731081586,8.779210895909996e-05,0.0001573678419212726,0.001930958257025767,1e-30,False,0.01840562791825949,0.01851022769970646,0.03187988023737184,1.6522890274275216e-06,2.9101437694578304e-06,3.1108530677104596e-05,1e-30,False
0.05,1200,125,off_support,1000,0d6d575ed969e8d3ec6c0a7f4778542dfd4957a2ac69df24ca2a997c7938d304,53bd306308659107ffdf4b350db2bb9b81a166bb1e98f852097299673157298c,1e-06,0.0,1,-39.02605883073794,0.015794761355286426,0.230955723006451,"[1.476102597193447,0.9876055123474543,7.38905609893065,7.38905609893065,7.38905609893065,3.0249874080215933]","{""feature_mean"":[-0.047879552015777115,7.982687639651939,-0.010477301587018286,-0.015734500774684152,-0.028954983210416063,0.020190636319006215],""feature_std"":[1.1948074684188015,0.6684702685186628,0.7066859980249434,0.6893935596348596,0.6947640212359087,0.7075409012129575],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_0p05\N1200_seed125\manufactured_operator_metrics.json,0.005629439446640635,0.006288443585353139,0.010983642589264313,5.466448215659569e-05,9.661387642128376e-05,0.0008359523648310827,1e-30,False,0.009101205964440924,0.00841444063337605,0.0112376511767594,9.736045443219965e-05,0.0001722461449561789,0.00202417596005397,1e-30,False,0.02001603075292028,0.02207449789002071,0.028674320946700128,1.7630102471606882e-06,3.459891496351953e-06,2.8816553999888123e-05,1e-30,False
