method,P0,observable,n_independent_seeds,seeds,values,mean,sample_sd,standard_error,ci95_low,ci95_high,confidence_interval_method,maximum_spread,coefficient_of_variation,limitation,source_csv
MIDPOINT,100.0,P_mean,4,"[11,29,47,73]","[97.71666334654556,99.91029276782,99.94141491126976,99.92515864412309]",99.3733824174396,1.104552507064828,0.552276253532414,97.61579289488914,101.13097193999006,"two-sided Student t, df=3",2.224751564724201,0.01111517470971164,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
MIDPOINT,100.0,P_var,4,"[11,29,47,73]","[-2.1554243607360183e+27,-3.523996187074734e+45,-2.762484976092569e+44,-8.609716664833879e+31]",-9.500611711710192e+44,1.7208909943283487e+45,8.604454971641744e+44,-3.6883827645196264e+45,1.7882604221775882e+45,"two-sided Student t, df=3",3.523996187074734e+45,1.811347570606665,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
MIDPOINT,100.0,R_mean,4,"[11,29,47,73]","[13.377919199469797,11.45683910024232,12.737473100073482,12.509602658050092]",12.520458514458923,0.79869440643791,0.399347203218955,11.249557483049156,13.79135954586869,"two-sided Student t, df=3",1.9210800992274777,0.06379114674718651,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
MIDPOINT,100.0,R_var,4,"[11,29,47,73]","[-4.039919077722599e+25,-4.633877988326877e+43,-4.4872007251156123e+42,-1.349354922151378e+30]",-1.2706495152096435e+43,2.252108208780173e+43,1.1260541043900866e+43,-4.854256239276054e+43,2.312957208856767e+43,"two-sided Student t, df=3",4.633877988326877e+43,1.7724070893055035,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
MIDPOINT,100.0,energy,4,"[11,29,47,73]","[2.4133471658474694,2.5639879786436315,2.6207634245641502,2.5168630264013108]",2.5287403988641404,0.0878773754386508,0.0439386877193254,2.3889078844727343,2.6685729132555465,"two-sided Student t, df=3",0.2074162587166808,0.034751442053175395,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
MIDPOINT,100.0,trace,4,"[11,29,47,73]","[1.0000000000004476,1.0000000000003217,1.0000000000003062,1.0000000000003382]",1.0000000000003535,6.414425018506569e-14,3.2072125092532846e-14,1.0000000000002514,1.0000000000004556,"two-sided Student t, df=3",1.4144241333724494e-13,6.414425018504302e-14,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,P0,4,"[11,29,47,73]","[0.9560124777213774,0.962335157385912,0.9749675534932823,0.964048913873129]",0.9643410256184253,0.007882398987332059,0.003941199493666029,0.9517983698514196,0.9768836813854309,"two-sided Student t, df=3",0.018955075771904917,0.008173870838147874,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,P1,4,"[11,29,47,73]","[0.04398752227978536,0.037664842615254324,0.02503244650788789,0.03595108612803888]",0.03565897438274161,0.007882398987329075,0.0039411994936645375,0.0231163186157407,0.048201630149742526,"two-sided Student t, df=3",0.01895507577189747,0.2210495148493119,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,P_mean,4,"[11,29,47,73]","[19.740845087533984,19.76513718950518,19.85178460381049,19.782348979516996]",19.785028965091662,0.047649398021570005,0.023824699010785003,19.70920813975028,19.860849790433043,"two-sided Student t, df=3",0.11093951627650611,0.002408356242775369,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,P_var,4,"[11,29,47,73]","[1.68275441475987,1.8108311870126386,1.6204879868586772,1.5296970303061244]",1.6609426547343276,0.11804563957559844,0.05902281978779922,1.473105699973187,1.848779609495468,"two-sided Student t, df=3",0.2811341567065142,0.07107147211803057,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,R_mean,4,"[11,29,47,73]","[15.326090893237517,15.313212686506196,15.358980632732244,15.356655171646075]",15.338734846030507,0.02267362725250033,0.011336813626250166,15.30265604539195,15.374813646669063,"two-sided Student t, df=3",0.045767946226048295,0.001478194093587061,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,R_var,4,"[11,29,47,73]","[2.4004920594238968,2.4836943469281607,2.2225590553570953,2.126614433543466]",2.3083399738131547,0.16291480494463115,0.08145740247231557,2.049106164277081,2.5675737833492285,"two-sided Student t, df=3",0.3570799133846947,0.07057660777563525,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,energy,4,"[11,29,47,73]","[0.1000454905418244,0.10000093360925713,0.10017998204790926,0.10001528314130945]",0.10006042233507506,8.184118501896853e-05,4.092059250948427e-05,0.09993019474663321,0.10019064992351691,"two-sided Student t, df=3",0.0001790484386521296,0.0008179176452494346,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,20.0,trace,4,"[11,29,47,73]","[1.0000000000011628,1.0000000000011664,1.0000000000011702,1.000000000001168]",1.0000000000011668,3.0820772324905083e-15,1.5410386162452542e-15,1.000000000001162,1.0000000000011717,"two-sided Student t, df=3",7.327471962526033e-15,3.082077232486912e-15,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,P0,4,"[11,29,47,73]","[0.14800608013183864,0.11468814057440303,0.1421791847871047,0.14493053736672434]",0.13745098571501768,0.015360736705634067,0.007680368352817033,0.11300862582737294,0.16189334560266244,"two-sided Student t, df=3",0.0333179395574356,0.1117542855420627,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,P1,4,"[11,29,47,73]","[0.8519939198683861,0.8853118594258224,0.8578208152131234,0.8550694626335014]",0.8625490142852084,0.015360736705633884,0.007680368352816942,0.8381066543975639,0.8869913741728528,"two-sided Student t, df=3",0.03331793955743623,0.01780853777725696,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,P_mean,4,"[11,29,47,73]","[99.14158211192559,99.10332838909467,99.14946363305681,99.13556481553273]",99.13248473740245,0.020253597612844794,0.010126798806422397,99.10025674395659,99.16471273084831,"two-sided Student t, df=3",0.04613524396214075,0.0002043083825296589,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,P_var,4,"[11,29,47,73]","[0.45344635570836545,0.45490774999416317,0.4339031580766459,0.4344508564317948]",0.44417703005274234,0.011564596076780113,0.005782298038390057,0.4257751770244155,0.4625788830810692,"two-sided Student t, df=3",0.021004591917517246,0.02603600657919414,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,R_mean,4,"[11,29,47,73]","[14.913704205665262,14.875705444610796,14.866698122792958,14.921021438914718]",14.894282302995933,0.02706891426163825,0.013534457130819124,14.85120961990593,14.937354986085936,"two-sided Student t, df=3",0.05432331612176,0.0018174030618577325,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,R_var,4,"[11,29,47,73]","[1.0177354924969393,1.0158674239373795,0.9232941515448942,0.9849756983475686]",0.9854681915816954,0.04408758646245442,0.02204379323122721,0.9153150032585261,1.0556213799048646,"two-sided Student t, df=3",0.09444134095204504,0.04473770623858797,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,energy,4,"[11,29,47,73]","[2.499976382987066,2.499746749233517,2.5006535309854656,2.49982714123505]",2.5000509511102744,0.0004128327155377912,0.0002064163577688956,2.4993940421351426,2.5007078600854062,"two-sided Student t, df=3",0.0009067817519485821,0.00016512972079807089,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
PBME,100.0,trace,4,"[11,29,47,73]","[1.0000000000002247,1.0000000000002254,1.000000000000228,1.0000000000002256]",1.000000000000226,1.4616765322647737e-15,7.308382661323868e-16,1.0000000000002238,1.0000000000002283,"two-sided Student t, df=3",3.3306690738754696e-15,1.4616765322644433e-15,"four independent seeds provide a small-sample sensitivity interval, not strong uncertainty calibration",D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\replication\four_seed_values.csv
